,loss,accuracy,val_loss,val_accuracy
0,0.2429717630147934,0.941292405128479,0.11232347786426544,0.9718398451805115
1,0.08552851527929306,0.9790788888931274,0.0703103169798851,0.9818358421325684
2,0.06283501535654068,0.9837772250175476,0.06215105205774307,0.9853201508522034
3,0.05107450857758522,0.9861478209495544,0.05390678718686104,0.9865767955780029
4,0.04448708891868591,0.9879757165908813,0.048733796924352646,0.9873764514923096
5,0.03697717562317848,0.9895894527435303,0.04826194420456886,0.9870337843894958
6,0.03534450754523277,0.990017831325531,0.044169832020998,0.9882903695106506
7,0.029124844819307327,0.9917743802070618,0.0425325483083725,0.9892614483833313
8,0.027858857065439224,0.9916886687278748,0.04495779797434807,0.9887473583221436
9,0.025703806430101395,0.9921742081642151,0.05282989516854286,0.9864054322242737
10,0.023767555132508278,0.9929168224334717,0.04195808246731758,0.989375650882721
11,0.02038748748600483,0.9936594367027283,0.0551627092063427,0.9876049757003784
12,0.021056953817605972,0.9930596351623535,0.05186517909169197,0.9879477024078369
13,0.018174324184656143,0.9944305419921875,0.05019879341125488,0.988861620426178
14,0.016353555023670197,0.9948018789291382,0.06079169735312462,0.9876049757003784
15,0.01656603440642357,0.9948304295539856,0.045229844748973846,0.9889187216758728
16,0.01573745720088482,0.9950303435325623,0.04860161244869232,0.9890329837799072
17,0.013597222976386547,0.9958300590515137,0.05561242997646332,0.989775538444519
18,0.016411835327744484,0.9950303435325623,0.045757997781038284,0.9898326396942139
19,0.011696922592818737,0.9961442351341248,0.05293559283018112,0.9898326396942139
20,0.013132307678461075,0.9959585666656494,0.04789415001869202,0.9901753664016724
21,0.010865435935556889,0.9966726303100586,0.05246184021234512,0.989090085029602
22,0.012192013673484325,0.9962013363838196,0.052531786262989044,0.9899469017982483
23,0.010728102177381516,0.9966583251953125,0.044533468782901764,0.9900040030479431
24,0.011855239048600197,0.9965726733207703,0.052196796983480453,0.9888044595718384
25,0.01057281345129013,0.9968154430389404,0.04757869243621826,0.9892043471336365
26,0.008821587078273296,0.9972152709960938,0.05509759858250618,0.9899469017982483
27,0.010578608140349388,0.9968011379241943,0.0534183606505394,0.9906322956085205
28,0.00945681519806385,0.9971438646316528,0.053361617028713226,0.9892043471336365
29,0.010484596714377403,0.9966583251953125,0.06205025687813759,0.9896041750907898
30,0.008137735538184643,0.9976437091827393,0.05949189141392708,0.989775538444519
31,0.0093010812997818,0.9972866773605347,0.04857638478279114,0.990289568901062
32,0.007619370706379414,0.9975865483283997,0.05339397117495537,0.9897183775901794
33,0.009882843121886253,0.9972724318504333,0.052967268973588943,0.9911463856697083
34,0.008468395099043846,0.9975579977035522,0.06710878759622574,0.986805260181427
35,0.007974873296916485,0.9977151155471802,0.06208629906177521,0.989775538444519
36,0.006833670660853386,0.9981434941291809,0.059605956077575684,0.9884617328643799
37,0.009360212832689285,0.9972724318504333,0.06663420051336288,0.9872051477432251
38,0.010376585647463799,0.9968725442886353,0.05777117982506752,0.9909179210662842
39,0.004340472165495157,0.9984719753265381,0.056878462433815,0.9908608198165894
40,0.004767794627696276,0.9985576868057251,0.06989878416061401,0.9884617328643799
41,0.008752049878239632,0.9974865913391113,0.059721995145082474,0.9906894564628601
42,0.007869722321629524,0.9978721737861633,0.06488142162561417,0.989090085029602
43,0.006264193914830685,0.99807208776474,0.0712994784116745,0.9904609322547913
44,0.0057057468220591545,0.9982006549835205,0.07493675500154495,0.9898897409439087
45,0.009192850440740585,0.9976151585578918,0.056539494544267654,0.9908036589622498
46,0.008241495117545128,0.9975152015686035,0.07837033271789551,0.989775538444519
47,0.0059179640375077724,0.9982577562332153,0.08220909535884857,0.9901182651519775
48,0.005788084119558334,0.9983291625976562,0.06980273127555847,0.9894328117370605
49,0.007517903111875057,0.9978150725364685,0.06728014349937439,0.9898326396942139
