,loss,accuracy,val_loss,val_accuracy
0,1.2468522787094116,0.8396430015563965,0.8743628859519958,0.9268863797187805
1,0.8444631099700928,0.9315387606620789,0.7021642327308655,0.9563031792640686
2,0.7021595239639282,0.9505462050437927,0.5937233567237854,0.9670417308807373
3,0.5945584177970886,0.9597001075744629,0.5135141015052795,0.9737247824668884
4,0.5041041374206543,0.9657407999038696,0.4248402714729309,0.9768664240837097
5,0.42406976222991943,0.9708532691001892,0.3600224256515503,0.9790369272232056
6,0.36108508706092834,0.9745091199874878,0.3064560294151306,0.9816644787788391
7,0.30754145979881287,0.9759371876716614,0.26201871037483215,0.9839493036270142
8,0.26569876074790955,0.9790217876434326,0.2256820946931839,0.9853201508522034
9,0.23219084739685059,0.979821503162384,0.19643795490264893,0.9858913421630859
10,0.20316022634506226,0.9820207357406616,0.17098695039749146,0.9874336123466492
11,0.1799747496843338,0.9829775094985962,0.15895940363407135,0.9870908856391907
12,0.16324949264526367,0.9836915135383606,0.13799621164798737,0.9885188937187195
13,0.14710044860839844,0.9849053621292114,0.125868022441864,0.989375650882721
14,0.13466191291809082,0.985805094242096,0.11766532063484192,0.9888044595718384
15,0.12467417120933533,0.9861906170845032,0.10911275446414948,0.9896041750907898
16,0.11638881266117096,0.9866762161254883,0.10045381635427475,0.9900611042976379
17,0.10864685475826263,0.9876900911331177,0.0952114686369896,0.989775538444519
18,0.102096326649189,0.9878900647163391,0.09100159257650375,0.9899469017982483
19,0.09715870022773743,0.9880471229553223,0.08985604345798492,0.9897183775901794
20,0.09338892996311188,0.9884898066520691,0.08370974659919739,0.9911463856697083
21,0.08813762664794922,0.9893038272857666,0.07894498109817505,0.9919461011886597
22,0.08631469309329987,0.9889182448387146,0.08397815376520157,0.9908036589622498
23,0.08231599628925323,0.9894751906394958,0.07672275602817535,0.990975022315979
24,0.08160056173801422,0.9894037842750549,0.07634525746107101,0.9913748502731323
25,0.07842394709587097,0.9899036288261414,0.07347583770751953,0.9916033744812012
26,0.07639963179826736,0.9899464249610901,0.06951869279146194,0.9920603036880493
27,0.07471461594104767,0.990103542804718,0.06931810081005096,0.9917747378349304
28,0.07262961566448212,0.9911174774169922,0.07070619612932205,0.9918889403343201
29,0.07203453779220581,0.9909318089485168,0.06785013526678085,0.9919461011886597
30,0.0698387622833252,0.9904605746269226,0.06535150110721588,0.9924030303955078
31,0.07089231163263321,0.9907747507095337,0.06774028390645981,0.9920603036880493
32,0.06785032153129578,0.9911460280418396,0.06524258106946945,0.9920603036880493
33,0.06739035993814468,0.9912888407707214,0.06463976204395294,0.9925172924995422
34,0.06636325269937515,0.9916315674781799,0.06638876348733902,0.9921174645423889
35,0.06666526198387146,0.9913459420204163,0.06463343650102615,0.9926886558532715
36,0.06361706554889679,0.992245614528656,0.06840657442808151,0.9915462136268616
37,0.06472864747047424,0.9914887547492981,0.06434216350317001,0.9922316670417786
38,0.06279383599758148,0.9917600750923157,0.06460075080394745,0.9921174645423889
39,0.06123129278421402,0.9920885562896729,0.062129076570272446,0.9924030303955078
40,0.061942923814058304,0.9919885993003845,0.06351374089717865,0.992345929145813
41,0.059755779802799225,0.9924455285072327,0.062144458293914795,0.9922888278961182
42,0.061139896512031555,0.9921599626541138,0.06147484481334686,0.9922316670417786
43,0.06041920185089111,0.992245614528656,0.06033081188797951,0.9925172924995422
44,0.059116464108228683,0.9926882982254028,0.0627380833029747,0.9928600192070007
45,0.0577084980905056,0.99301677942276,0.060362573713064194,0.9924601316452026
46,0.058381468057632446,0.9926882982254028,0.06523599475622177,0.9917747378349304
47,0.05623970925807953,0.9929882287979126,0.06192184239625931,0.9924601316452026
48,0.05731042101979256,0.9926455020904541,0.06098465248942375,0.992345929145813
49,0.05743947625160217,0.9925740957260132,0.061308540403842926,0.9927457571029663
