,loss,accuracy,val_loss,val_accuracy
0,1.2451674938201904,0.8431560397148132,0.8816659450531006,0.9252299070358276
1,0.8514887094497681,0.9299964308738708,0.7453856468200684,0.9491060972213745
2,0.7088416814804077,0.949260950088501,0.6227691769599915,0.9609299302101135
3,0.6010423302650452,0.9589146971702576,0.5422294735908508,0.9665848016738892
4,0.5065053105354309,0.9652838110923767,0.4426146149635315,0.9745244979858398
5,0.42769530415534973,0.9697250723838806,0.36915454268455505,0.97795170545578
6,0.36285707354545593,0.9725955128669739,0.30630630254745483,0.9811503887176514
7,0.3092576861381531,0.975837230682373,0.2750687599182129,0.9797223806381226
8,0.26519399881362915,0.9777507781982422,0.2272900640964508,0.9834923148155212
9,0.2290850579738617,0.9804355502128601,0.19202099740505219,0.986805260181427
10,0.2025306522846222,0.9811781644821167,0.17809663712978363,0.9861769676208496
11,0.17974631488323212,0.9824491143226624,0.150117889046669,0.9885759949684143
12,0.16202333569526672,0.9832345843315125,0.14340399205684662,0.9880048036575317
13,0.1449902504682541,0.9845055341720581,0.12194261699914932,0.9894328117370605
14,0.1335400640964508,0.9853909611701965,0.12045112252235413,0.9882332682609558
15,0.1238790974020958,0.986119270324707,0.10691586881875992,0.9894899129867554
16,0.11596386879682541,0.9863048791885376,0.1034964770078659,0.9890329837799072
17,0.10922394692897797,0.9869475364685059,0.0952955037355423,0.9902324676513672
18,0.10168305039405823,0.9878900647163391,0.08905690908432007,0.9899469017982483
19,0.09737741202116013,0.988261342048645,0.08774261176586151,0.9906322956085205
20,0.09447284787893295,0.9883469939231873,0.08533520251512527,0.9906322956085205
21,0.0897529274225235,0.9888182878494263,0.0778806135058403,0.9918889403343201
22,0.08517607301473618,0.9889896512031555,0.08017488569021225,0.9909179210662842
23,0.08363407850265503,0.9892752766609192,0.07775526493787766,0.9908608198165894
24,0.08149509131908417,0.9892752766609192,0.07588495314121246,0.9909179210662842
25,0.07894027233123779,0.9901606440544128,0.07538239657878876,0.9905751943588257
26,0.07697447389364243,0.9898464679718018,0.07256315648555756,0.9916033744812012
27,0.07488137483596802,0.9903891682624817,0.07101912796497345,0.9914891123771667
28,0.07345501333475113,0.9903891682624817,0.07023420929908752,0.9917175769805908
29,0.07180590182542801,0.9906033277511597,0.0676024854183197,0.9922316670417786
30,0.07007826119661331,0.9911031723022461,0.07143989205360413,0.9912606477737427
31,0.0710587203502655,0.9906890392303467,0.06822831928730011,0.991660475730896
32,0.06729427725076675,0.9911031723022461,0.06750429421663284,0.9914320111274719
33,0.06727283447980881,0.9913316965103149,0.0681200921535492,0.991660475730896
34,0.06614859402179718,0.9915173053741455,0.06716806441545486,0.9915462136268616
35,0.06389158219099045,0.9919314384460449,0.06392374634742737,0.9917175769805908
36,0.06301596760749817,0.9919171929359436,0.06487279385328293,0.9916033744812012
37,0.06343133747577667,0.991860032081604,0.06564779579639435,0.9910321831703186
38,0.06318013370037079,0.9918172359466553,0.06405942142009735,0.9917175769805908
39,0.06286965310573578,0.9918029308319092,0.06345953792333603,0.9927457571029663
40,0.06046520173549652,0.9926026463508606,0.06308356672525406,0.9922316670417786
41,0.061306439340114594,0.9919171929359436,0.06411544978618622,0.9922888278961182
42,0.06158354505896568,0.9919028878211975,0.0669487938284874,0.991660475730896
43,0.05857304111123085,0.9928311109542847,0.062492985278367996,0.9925743937492371
44,0.058913473039865494,0.9928168654441833,0.06182778626680374,0.9924030303955078
45,0.059046775102615356,0.9925597906112671,0.06533852964639664,0.9919461011886597
46,0.05841846019029617,0.9924312829971313,0.06282700598239899,0.9920032024383545
47,0.059003181755542755,0.9928025603294373,0.062109943479299545,0.9920603036880493
48,0.05667535588145256,0.9934452176094055,0.061086978763341904,0.9924030303955078
49,0.057281915098428726,0.9923884272575378,0.06322899460792542,0.9916033744812012
